"source","target","volume","year","source_part_of","kind"
"L00240","L00241","S049",1951,"","same_text"
"L00240","L00242","S049",1951,"","same_text"
"L00240","L00243","S049",1951,"","same_text"
"L00240","L00244","S049",1951,"","same_text"
"L00240","L00245","S049",1951,"","same_text"
"L00240","L00246","S049",1951,"","same_text"
"L00241","L00242","S049",1951,"","same_text"
"L00241","L00243","S049",1951,"","same_text"
"L00241","L00244","S049",1951,"","same_text"
"L00241","L00245","S049",1951,"","same_text"
"L00241","L00246","S049",1951,"","same_text"
"L00242","L00243","S049",1951,"","same_text"
"L00242","L00244","S049",1951,"","same_text"
"L00242","L00245","S049",1951,"","same_text"
"L00242","L00246","S049",1951,"","same_text"
"L00243","L00244","S049",1951,"","same_text"
"L00243","L00245","S049",1951,"","same_text"
"L00243","L00246","S049",1951,"","same_text"
"L00244","L00245","S049",1951,"","same_text"
"L00244","L00246","S049",1951,"","same_text"
"L00245","L00246","S049",1951,"","same_text"
"L00249","L00247","S050",1951,"","same_text"
"L00249","L00248","S050",1951,"","same_text"
"L00247","L00248","S050",1951,"","same_text"
"L00250","L00251","S051",1952,"","same_text"
"L00250","L00252","S051",1952,"","same_text"
"L00250","L00253","S051",1952,"","same_text"
"L00250","L00254","S051",1952,"","same_text"
"L00250","L00255","S051",1952,"","same_text"
"L00250","L00256","S051",1952,"","same_text"
"L00250","L00257","S051",1952,"","same_text"
"L00250","L00258","S051",1952,"","same_text"
"L00251","L00252","S051",1952,"","same_text"
"L00251","L00253","S051",1952,"","same_text"
"L00251","L00254","S051",1952,"","same_text"
"L00251","L00255","S051",1952,"","same_text"
"L00251","L00256","S051",1952,"","same_text"
"L00251","L00257","S051",1952,"","same_text"
"L00251","L00258","S051",1952,"","same_text"
"L00252","L00253","S051",1952,"","same_text"
"L00252","L00254","S051",1952,"","same_text"
"L00252","L00255","S051",1952,"","same_text"
"L00252","L00256","S051",1952,"","same_text"
"L00252","L00257","S051",1952,"","same_text"
"L00252","L00258","S051",1952,"","same_text"
"L00253","L00254","S051",1952,"","same_text"
"L00253","L00255","S051",1952,"","same_text"
"L00253","L00256","S051",1952,"","same_text"
"L00253","L00257","S051",1952,"","same_text"
"L00253","L00258","S051",1952,"","same_text"
"L00254","L00255","S051",1952,"","same_text"
"L00254","L00256","S051",1952,"","same_text"
"L00254","L00257","S051",1952,"","same_text"
"L00254","L00258","S051",1952,"","same_text"
"L00255","L00256","S051",1952,"","same_text"
"L00255","L00257","S051",1952,"","same_text"
"L00255","L00258","S051",1952,"","same_text"
"L00256","L00257","S051",1952,"","same_text"
"L00256","L00258","S051",1952,"","same_text"
"L00257","L00258","S051",1952,"","same_text"
"L00259","L00260","S052",1952,"","same_text"
"L00259","L00261","S052",1952,"","same_text"
"L00259","L00262","S052",1952,"","same_text"
"L00259","L00263","S052",1952,"","same_text"
"L00259","L00264","S052",1952,"","same_text"
"L00259","L00265","S052",1952,"","same_text"
"L00259","L00266","S052",1952,"","same_text"
"L00259","L00267","S052",1952,"","same_text"
"L00259","L00268","S052",1952,"","same_text"
"L00260","L00261","S052",1952,"","same_text"
"L00260","L00262","S052",1952,"","same_text"
"L00260","L00263","S052",1952,"","same_text"
"L00260","L00264","S052",1952,"","same_text"
"L00260","L00265","S052",1952,"","same_text"
"L00260","L00266","S052",1952,"","same_text"
"L00260","L00267","S052",1952,"","same_text"
"L00260","L00268","S052",1952,"","same_text"
"L00261","L00262","S052",1952,"","same_text"
"L00261","L00263","S052",1952,"","same_text"
"L00261","L00264","S052",1952,"","same_text"
"L00261","L00265","S052",1952,"","same_text"
"L00261","L00266","S052",1952,"","same_text"
"L00261","L00267","S052",1952,"","same_text"
"L00261","L00268","S052",1952,"","same_text"
"L00262","L00263","S052",1952,"","same_text"
"L00262","L00264","S052",1952,"","same_text"
"L00262","L00265","S052",1952,"","same_text"
"L00262","L00266","S052",1952,"","same_text"
"L00262","L00267","S052",1952,"","same_text"
"L00262","L00268","S052",1952,"","same_text"
"L00263","L00264","S052",1952,"","same_text"
"L00263","L00265","S052",1952,"","same_text"
"L00263","L00266","S052",1952,"","same_text"
"L00263","L00267","S052",1952,"","same_text"
"L00263","L00268","S052",1952,"","same_text"
"L00264","L00265","S052",1952,"","same_text"
"L00264","L00266","S052",1952,"","same_text"
"L00264","L00267","S052",1952,"","same_text"
"L00264","L00268","S052",1952,"","same_text"
"L00265","L00266","S052",1952,"","same_text"
"L00265","L00267","S052",1952,"","same_text"
"L00265","L00268","S052",1952,"","same_text"
"L00266","L00267","S052",1952,"","same_text"
"L00266","L00268","S052",1952,"","same_text"
"L00267","L00268","S052",1952,"","same_text"
"L00269","L00270","S053",1952,"","same_text"
"L00269","L00271","S053",1952,"","same_text"
"L00269","L00272","S053",1952,"","same_text"
"L00269","L00273","S053",1952,"","same_text"
"L00269","L00274","S053",1952,"","same_text"
"L00270","L00271","S053",1952,"","same_text"
"L00270","L00272","S053",1952,"","same_text"
"L00270","L00273","S053",1952,"","same_text"
"L00270","L00274","S053",1952,"","same_text"
"L00271","L00272","S053",1952,"","same_text"
"L00271","L00273","S053",1952,"","same_text"
"L00271","L00274","S053",1952,"","same_text"
"L00272","L00273","S053",1952,"","same_text"
"L00272","L00274","S053",1952,"","same_text"
"L00273","L00274","S053",1952,"","same_text"
"L00275","L00276","S054",1952,"","same_text"
"L00275","L00277","S054",1952,"","same_text"
"L00275","L00278","S054",1952,"","same_text"
"L00275","L00279","S054",1952,"","same_text"
"L00275","L00280","S054",1952,"","same_text"
"L00275","L00281","S054",1952,"","same_text"
"L00275","L00282","S054",1952,"","same_text"
"L00275","L00283","S054",1952,"","same_text"
"L00275","L00284","S054",1952,"","same_text"
"L00275","L00285","S054",1952,"","same_text"
"L00275","L00286","S054",1952,"","same_text"
"L00275","L00287","S054",1952,"","same_text"
"L00275","L00288","S054",1952,"","same_text"
"L00275","L00289","S054",1952,"","same_text"
"L00276","L00277","S054",1952,"","same_text"
"L00276","L00278","S054",1952,"","same_text"
"L00276","L00279","S054",1952,"","same_text"
"L00276","L00280","S054",1952,"","same_text"
"L00276","L00281","S054",1952,"","same_text"
"L00276","L00282","S054",1952,"","same_text"
"L00276","L00283","S054",1952,"","same_text"
"L00276","L00284","S054",1952,"","same_text"
"L00276","L00285","S054",1952,"","same_text"
"L00276","L00286","S054",1952,"","same_text"
"L00276","L00287","S054",1952,"","same_text"
"L00276","L00288","S054",1952,"","same_text"
"L00276","L00289","S054",1952,"","same_text"
"L00277","L00278","S054",1952,"","same_text"
"L00277","L00279","S054",1952,"","same_text"
"L00277","L00280","S054",1952,"","same_text"
"L00277","L00281","S054",1952,"","same_text"
"L00277","L00282","S054",1952,"","same_text"
"L00277","L00283","S054",1952,"","same_text"
"L00277","L00284","S054",1952,"","same_text"
"L00277","L00285","S054",1952,"","same_text"
"L00277","L00286","S054",1952,"","same_text"
"L00277","L00287","S054",1952,"","same_text"
"L00277","L00288","S054",1952,"","same_text"
"L00277","L00289","S054",1952,"","same_text"
"L00278","L00279","S054",1952,"","same_text"
"L00278","L00280","S054",1952,"","same_text"
"L00278","L00281","S054",1952,"","same_text"
"L00278","L00282","S054",1952,"","same_text"
"L00278","L00283","S054",1952,"","same_text"
"L00278","L00284","S054",1952,"","same_text"
"L00278","L00285","S054",1952,"","same_text"
"L00278","L00286","S054",1952,"","same_text"
"L00278","L00287","S054",1952,"","same_text"
"L00278","L00288","S054",1952,"","same_text"
"L00278","L00289","S054",1952,"","same_text"
"L00279","L00280","S054",1952,"","same_text"
"L00279","L00281","S054",1952,"","same_text"
"L00279","L00282","S054",1952,"","same_text"
"L00279","L00283","S054",1952,"","same_text"
"L00279","L00284","S054",1952,"","same_text"
"L00279","L00285","S054",1952,"","same_text"
"L00279","L00286","S054",1952,"","same_text"
"L00279","L00287","S054",1952,"","same_text"
"L00279","L00288","S054",1952,"","same_text"
"L00279","L00289","S054",1952,"","same_text"
"L00280","L00281","S054",1952,"","same_text"
"L00280","L00282","S054",1952,"","same_text"
"L00280","L00283","S054",1952,"","same_text"
"L00280","L00284","S054",1952,"","same_text"
"L00280","L00285","S054",1952,"","same_text"
"L00280","L00286","S054",1952,"","same_text"
"L00280","L00287","S054",1952,"","same_text"
"L00280","L00288","S054",1952,"","same_text"
"L00280","L00289","S054",1952,"","same_text"
"L00281","L00282","S054",1952,"","same_text"
"L00281","L00283","S054",1952,"","same_text"
"L00281","L00284","S054",1952,"","same_text"
"L00281","L00285","S054",1952,"","same_text"
"L00281","L00286","S054",1952,"","same_text"
"L00281","L00287","S054",1952,"","same_text"
"L00281","L00288","S054",1952,"","same_text"
"L00281","L00289","S054",1952,"","same_text"
"L00282","L00283","S054",1952,"","same_text"
"L00282","L00284","S054",1952,"","same_text"
"L00282","L00285","S054",1952,"","same_text"
"L00282","L00286","S054",1952,"","same_text"
"L00282","L00287","S054",1952,"","same_text"
"L00282","L00288","S054",1952,"","same_text"
"L00282","L00289","S054",1952,"","same_text"
"L00283","L00284","S054",1952,"","same_text"
"L00283","L00285","S054",1952,"","same_text"
"L00283","L00286","S054",1952,"","same_text"
"L00283","L00287","S054",1952,"","same_text"
"L00283","L00288","S054",1952,"","same_text"
"L00283","L00289","S054",1952,"","same_text"
"L00284","L00285","S054",1952,"","same_text"
"L00284","L00286","S054",1952,"","same_text"
"L00284","L00287","S054",1952,"","same_text"
"L00284","L00288","S054",1952,"","same_text"
"L00284","L00289","S054",1952,"","same_text"
"L00285","L00286","S054",1952,"","same_text"
"L00285","L00287","S054",1952,"","same_text"
"L00285","L00288","S054",1952,"","same_text"
"L00285","L00289","S054",1952,"","same_text"
"L00286","L00287","S054",1952,"","same_text"
"L00286","L00288","S054",1952,"","same_text"
"L00286","L00289","S054",1952,"","same_text"
"L00287","L00288","S054",1952,"","same_text"
"L00287","L00289","S054",1952,"","same_text"
"L00288","L00289","S054",1952,"","same_text"
"L00290","L00291","S055",1952,"","same_text"
"L00290","L00292","S055",1952,"","same_text"
"L00290","L00293","S055",1952,"","same_text"
"L00290","L00294","S055",1952,"","same_text"
"L00290","L00295","S055",1952,"","same_text"
"L00290","L00296","S055",1952,"","same_text"
"L00290","L00297","S055",1952,"","same_text"
"L00291","L00292","S055",1952,"","same_text"
"L00291","L00293","S055",1952,"","same_text"
"L00291","L00294","S055",1952,"","same_text"
"L00291","L00295","S055",1952,"","same_text"
"L00291","L00296","S055",1952,"","same_text"
"L00291","L00297","S055",1952,"","same_text"
"L00292","L00293","S055",1952,"","same_text"
"L00292","L00294","S055",1952,"","same_text"
"L00292","L00295","S055",1952,"","same_text"
"L00292","L00296","S055",1952,"","same_text"
"L00292","L00297","S055",1952,"","same_text"
"L00293","L00294","S055",1952,"","same_text"
"L00293","L00295","S055",1952,"","same_text"
"L00293","L00296","S055",1952,"","same_text"
"L00293","L00297","S055",1952,"","same_text"
"L00294","L00295","S055",1952,"","same_text"
"L00294","L00296","S055",1952,"","same_text"
"L00294","L00297","S055",1952,"","same_text"
"L00295","L00296","S055",1952,"","same_text"
"L00295","L00297","S055",1952,"","same_text"
"L00296","L00297","S055",1952,"","same_text"
"L00298","L00299","S056",1952,"","same_text"
"L00298","L00300","S056",1952,"","same_text"
"L00298","L00301","S056",1952,"","same_text"
"L00298","L00302","S056",1952,"","same_text"
"L00298","L00303","S056",1952,"","same_text"
"L00298","L00304","S056",1952,"","same_text"
"L00299","L00300","S056",1952,"","same_text"
"L00299","L00301","S056",1952,"","same_text"
"L00299","L00302","S056",1952,"","same_text"
"L00299","L00303","S056",1952,"","same_text"
"L00299","L00304","S056",1952,"","same_text"
"L00300","L00301","S056",1952,"","same_text"
"L00300","L00302","S056",1952,"","same_text"
"L00300","L00303","S056",1952,"","same_text"
"L00300","L00304","S056",1952,"","same_text"
"L00301","L00302","S056",1952,"","same_text"
"L00301","L00303","S056",1952,"","same_text"
"L00301","L00304","S056",1952,"","same_text"
"L00302","L00303","S056",1952,"","same_text"
"L00302","L00304","S056",1952,"","same_text"
"L00303","L00304","S056",1952,"","same_text"
"L00305","L00306","S057",1952,"","same_text"
"L00305","L00307","S057",1952,"","same_text"
"L00306","L00307","S057",1952,"","same_text"
"L00315","L00316","S058",1952,"","same_text"
"L00315","L00308","S058",1952,"","same_text"
"L00315","L00309","S058",1952,"","same_text"
"L00315","L00310","S058",1952,"","same_text"
"L00315","L00311","S058",1952,"","same_text"
"L00315","L00312","S058",1952,"","same_text"
"L00315","L00313","S058",1952,"","same_text"
"L00315","L00314","S058",1952,"","same_text"
"L00316","L00308","S058",1952,"","same_text"
"L00316","L00309","S058",1952,"","same_text"
"L00316","L00310","S058",1952,"","same_text"
"L00316","L00311","S058",1952,"","same_text"
"L00316","L00312","S058",1952,"","same_text"
"L00316","L00313","S058",1952,"","same_text"
"L00316","L00314","S058",1952,"","same_text"
"L00308","L00316","S058",1952,"L00316","part_of"
"L00309","L00315","S058",1952,"L00315","part_of"
"L00310","L00315","S058",1952,"L00315","part_of"
"L00311","L00315","S058",1952,"L00315","part_of"
"L00312","L00315","S058",1952,"L00315","part_of"
"L00313","L00315","S058",1952,"L00315","part_of"
"L00314","L00315","S058",1952,"L00315","part_of"
"L00317","L00318","S059",1952,"","same_text"
"L00317","L00319","S059",1952,"","same_text"
"L00317","L00320","S059",1952,"","same_text"
"L00317","L00321","S059",1952,"","same_text"
"L00318","L00319","S059",1952,"","same_text"
"L00318","L00320","S059",1952,"","same_text"
"L00318","L00321","S059",1952,"","same_text"
"L00319","L00320","S059",1952,"","same_text"
"L00319","L00321","S059",1952,"","same_text"
"L00320","L00321","S059",1952,"","same_text"
"L00322","L00323","S060",1953,"","same_text"
"L00324","L00325","S061",1953,"","same_text"
"L00324","L00326","S061",1953,"","same_text"
"L00324","L00327","S061",1953,"","same_text"
"L00324","L00328","S061",1953,"","same_text"
"L00324","L00329","S061",1953,"","same_text"
"L00324","L00330","S061",1953,"","same_text"
"L00324","L00331","S061",1953,"","same_text"
"L00325","L00326","S061",1953,"","same_text"
"L00325","L00327","S061",1953,"","same_text"
"L00325","L00328","S061",1953,"","same_text"
"L00325","L00329","S061",1953,"","same_text"
"L00325","L00330","S061",1953,"","same_text"
"L00325","L00331","S061",1953,"","same_text"
"L00326","L00327","S061",1953,"","same_text"
"L00326","L00328","S061",1953,"","same_text"
"L00326","L00329","S061",1953,"","same_text"
"L00326","L00330","S061",1953,"","same_text"
"L00326","L00331","S061",1953,"","same_text"
"L00327","L00328","S061",1953,"","same_text"
"L00327","L00329","S061",1953,"","same_text"
"L00327","L00330","S061",1953,"","same_text"
"L00327","L00331","S061",1953,"","same_text"
"L00328","L00329","S061",1953,"","same_text"
"L00328","L00330","S061",1953,"","same_text"
"L00328","L00331","S061",1953,"","same_text"
"L00329","L00330","S061",1953,"","same_text"
"L00329","L00331","S061",1953,"","same_text"
"L00330","L00331","S061",1953,"","same_text"
"L00332","L00333","S062",1953,"","same_text"
"L00332","L00334","S062",1953,"","same_text"
"L00332","L00335","S062",1953,"","same_text"
"L00332","L00336","S062",1953,"","same_text"
"L00333","L00334","S062",1953,"","same_text"
"L00333","L00335","S062",1953,"","same_text"
"L00333","L00336","S062",1953,"","same_text"
"L00334","L00335","S062",1953,"","same_text"
"L00334","L00336","S062",1953,"","same_text"
"L00335","L00336","S062",1953,"","same_text"
"L00341","L00337","S063",1953,"","same_text"
"L00341","L00341","S063",1953,"","same_text"
"L00341","L00342","S063",1953,"","same_text"
"L00341","L00338","S063",1953,"","same_text"
"L00341","L00339","S063",1953,"","same_text"
"L00341","L00343","S063",1953,"","same_text"
"L00341","L00344","S063",1953,"","same_text"
"L00340","L00341","S063",1953,"L00341","part_of"
"L00337","L00341","S063",1953,"L00341","part_of"
"L00342","L00341","S063",1953,"L00341","part_of"
"L00338","L00341","S063",1953,"L00341","part_of"
"L00339","L00341","S063",1953,"L00341","part_of"
"L00343","L00341","S063",1953,"L00341","part_of"
"L00344","L00341","S063",1953,"L00341","part_of"
"L00345","L00346","S064",1953,"","same_text"
"L00345","L00347","S064",1953,"","same_text"
"L00345","L00348","S064",1953,"","same_text"
"L00345","L00349","S064",1953,"","same_text"
"L00345","L00350","S064",1953,"","same_text"
"L00345","L00351","S064",1953,"","same_text"
"L00345","L00352","S064",1953,"","same_text"
"L00345","L00353","S064",1953,"","same_text"
"L00345","L00354","S064",1953,"","same_text"
"L00345","L00355","S064",1953,"","same_text"
"L00345","L00356","S064",1953,"","same_text"
"L00345","L00357","S064",1953,"","same_text"
"L00346","L00347","S064",1953,"","same_text"
"L00346","L00348","S064",1953,"","same_text"
"L00346","L00349","S064",1953,"","same_text"
"L00346","L00350","S064",1953,"","same_text"
"L00346","L00351","S064",1953,"","same_text"
"L00346","L00352","S064",1953,"","same_text"
"L00346","L00353","S064",1953,"","same_text"
"L00346","L00354","S064",1953,"","same_text"
"L00346","L00355","S064",1953,"","same_text"
"L00346","L00356","S064",1953,"","same_text"
"L00346","L00357","S064",1953,"","same_text"
"L00347","L00348","S064",1953,"","same_text"
"L00347","L00349","S064",1953,"","same_text"
"L00347","L00350","S064",1953,"","same_text"
"L00347","L00351","S064",1953,"","same_text"
"L00347","L00352","S064",1953,"","same_text"
"L00347","L00353","S064",1953,"","same_text"
"L00347","L00354","S064",1953,"","same_text"
"L00347","L00355","S064",1953,"","same_text"
"L00347","L00356","S064",1953,"","same_text"
"L00347","L00357","S064",1953,"","same_text"
"L00348","L00349","S064",1953,"","same_text"
"L00348","L00350","S064",1953,"","same_text"
"L00348","L00351","S064",1953,"","same_text"
"L00348","L00352","S064",1953,"","same_text"
"L00348","L00353","S064",1953,"","same_text"
"L00348","L00354","S064",1953,"","same_text"
"L00348","L00355","S064",1953,"","same_text"
"L00348","L00356","S064",1953,"","same_text"
"L00348","L00357","S064",1953,"","same_text"
"L00349","L00350","S064",1953,"","same_text"
"L00349","L00351","S064",1953,"","same_text"
"L00349","L00352","S064",1953,"","same_text"
"L00349","L00353","S064",1953,"","same_text"
"L00349","L00354","S064",1953,"","same_text"
"L00349","L00355","S064",1953,"","same_text"
"L00349","L00356","S064",1953,"","same_text"
"L00349","L00357","S064",1953,"","same_text"
"L00350","L00351","S064",1953,"","same_text"
"L00350","L00352","S064",1953,"","same_text"
"L00350","L00353","S064",1953,"","same_text"
"L00350","L00354","S064",1953,"","same_text"
"L00350","L00355","S064",1953,"","same_text"
"L00350","L00356","S064",1953,"","same_text"
"L00350","L00357","S064",1953,"","same_text"
"L00351","L00352","S064",1953,"","same_text"
"L00351","L00353","S064",1953,"","same_text"
"L00351","L00354","S064",1953,"","same_text"
"L00351","L00355","S064",1953,"","same_text"
"L00351","L00356","S064",1953,"","same_text"
"L00351","L00357","S064",1953,"","same_text"
"L00352","L00353","S064",1953,"","same_text"
"L00352","L00354","S064",1953,"","same_text"
"L00352","L00355","S064",1953,"","same_text"
"L00352","L00356","S064",1953,"","same_text"
"L00352","L00357","S064",1953,"","same_text"
"L00353","L00354","S064",1953,"","same_text"
"L00353","L00355","S064",1953,"","same_text"
"L00353","L00356","S064",1953,"","same_text"
"L00353","L00357","S064",1953,"","same_text"
"L00354","L00355","S064",1953,"","same_text"
"L00354","L00356","S064",1953,"","same_text"
"L00354","L00357","S064",1953,"","same_text"
"L00355","L00356","S064",1953,"","same_text"
"L00355","L00357","S064",1953,"","same_text"
"L00356","L00357","S064",1953,"","same_text"
"L00380","L00375","S065",1954,"","same_text"
"L00380","L00385","S065",1954,"","same_text"
"L00380","L00380","S065",1954,"","same_text"
"L00380","L00376","S065",1954,"","same_text"
"L00380","L00377","S065",1954,"","same_text"
"L00380","L00378","S065",1954,"","same_text"
"L00380","L00379","S065",1954,"","same_text"
"L00380","L00358","S065",1954,"","same_text"
"L00380","L00359","S065",1954,"","same_text"
"L00380","L00381","S065",1954,"","same_text"
"L00380","L00382","S065",1954,"","same_text"
"L00380","L00383","S065",1954,"","same_text"
"L00380","L00360","S065",1954,"","same_text"
"L00380","L00361","S065",1954,"","same_text"
"L00380","L00362","S065",1954,"","same_text"
"L00380","L00363","S065",1954,"","same_text"
"L00380","L00364","S065",1954,"","same_text"
"L00380","L00365","S065",1954,"","same_text"
"L00380","L00366","S065",1954,"","same_text"
"L00380","L00367","S065",1954,"","same_text"
"L00380","L00368","S065",1954,"","same_text"
"L00380","L00369","S065",1954,"","same_text"
"L00380","L00370","S065",1954,"","same_text"
"L00380","L00371","S065",1954,"","same_text"
"L00380","L00384","S065",1954,"","same_text"
"L00380","L00372","S065",1954,"","same_text"
"L00380","L00373","S065",1954,"","same_text"
"L00380","L00386","S065",1954,"","same_text"
"L00380","L00397","S065",1954,"","same_text"
"L00358","L00385","S065",1954,"","same_text"
"L00358","L00380","S065",1954,"","same_text"
"L00358","L00376","S065",1954,"","same_text"
"L00358","L00377","S065",1954,"","same_text"
"L00358","L00378","S065",1954,"","same_text"
"L00358","L00379","S065",1954,"","same_text"
"L00358","L00358","S065",1954,"","same_text"
"L00358","L00359","S065",1954,"","same_text"
"L00358","L00381","S065",1954,"","same_text"
"L00358","L00382","S065",1954,"","same_text"
"L00358","L00383","S065",1954,"","same_text"
"L00358","L00360","S065",1954,"","same_text"
"L00358","L00361","S065",1954,"","same_text"
"L00358","L00362","S065",1954,"","same_text"
"L00358","L00363","S065",1954,"","same_text"
"L00358","L00364","S065",1954,"","same_text"
"L00358","L00365","S065",1954,"","same_text"
"L00358","L00366","S065",1954,"","same_text"
"L00358","L00367","S065",1954,"","same_text"
"L00358","L00368","S065",1954,"","same_text"
"L00358","L00369","S065",1954,"","same_text"
"L00358","L00370","S065",1954,"","same_text"
"L00358","L00371","S065",1954,"","same_text"
"L00358","L00384","S065",1954,"","same_text"
"L00358","L00372","S065",1954,"","same_text"
"L00358","L00373","S065",1954,"","same_text"
"L00358","L00386","S065",1954,"","same_text"
"L00358","L00397","S065",1954,"","same_text"
"L00359","L00380","S065",1954,"","same_text"
"L00359","L00376","S065",1954,"","same_text"
"L00359","L00377","S065",1954,"","same_text"
"L00359","L00378","S065",1954,"","same_text"
"L00359","L00379","S065",1954,"","same_text"
"L00359","L00358","S065",1954,"","same_text"
"L00359","L00359","S065",1954,"","same_text"
"L00359","L00381","S065",1954,"","same_text"
"L00359","L00382","S065",1954,"","same_text"
"L00359","L00383","S065",1954,"","same_text"
"L00359","L00360","S065",1954,"","same_text"
"L00359","L00361","S065",1954,"","same_text"
"L00359","L00362","S065",1954,"","same_text"
"L00359","L00363","S065",1954,"","same_text"
"L00359","L00364","S065",1954,"","same_text"
"L00359","L00365","S065",1954,"","same_text"
"L00359","L00366","S065",1954,"","same_text"
"L00359","L00367","S065",1954,"","same_text"
"L00359","L00368","S065",1954,"","same_text"
"L00359","L00369","S065",1954,"","same_text"
"L00359","L00370","S065",1954,"","same_text"
"L00359","L00371","S065",1954,"","same_text"
"L00359","L00384","S065",1954,"","same_text"
"L00359","L00372","S065",1954,"","same_text"
"L00359","L00373","S065",1954,"","same_text"
"L00359","L00386","S065",1954,"","same_text"
"L00359","L00397","S065",1954,"","same_text"
"L00381","L00376","S065",1954,"","same_text"
"L00381","L00377","S065",1954,"","same_text"
"L00381","L00378","S065",1954,"","same_text"
"L00381","L00379","S065",1954,"","same_text"
"L00381","L00358","S065",1954,"","same_text"
"L00381","L00359","S065",1954,"","same_text"
"L00381","L00381","S065",1954,"","same_text"
"L00381","L00382","S065",1954,"","same_text"
"L00381","L00383","S065",1954,"","same_text"
"L00381","L00360","S065",1954,"","same_text"
"L00381","L00361","S065",1954,"","same_text"
"L00381","L00362","S065",1954,"","same_text"
"L00381","L00363","S065",1954,"","same_text"
"L00381","L00364","S065",1954,"","same_text"
"L00381","L00365","S065",1954,"","same_text"
"L00381","L00366","S065",1954,"","same_text"
"L00381","L00367","S065",1954,"","same_text"
"L00381","L00368","S065",1954,"","same_text"
"L00381","L00369","S065",1954,"","same_text"
"L00381","L00370","S065",1954,"","same_text"
"L00381","L00371","S065",1954,"","same_text"
"L00381","L00384","S065",1954,"","same_text"
"L00381","L00372","S065",1954,"","same_text"
"L00381","L00373","S065",1954,"","same_text"
"L00381","L00386","S065",1954,"","same_text"
"L00381","L00397","S065",1954,"","same_text"
"L00382","L00377","S065",1954,"","same_text"
"L00382","L00378","S065",1954,"","same_text"
"L00382","L00379","S065",1954,"","same_text"
"L00382","L00358","S065",1954,"","same_text"
"L00382","L00359","S065",1954,"","same_text"
"L00382","L00381","S065",1954,"","same_text"
"L00382","L00382","S065",1954,"","same_text"
"L00382","L00383","S065",1954,"","same_text"
"L00382","L00360","S065",1954,"","same_text"
"L00382","L00361","S065",1954,"","same_text"
"L00382","L00362","S065",1954,"","same_text"
"L00382","L00363","S065",1954,"","same_text"
"L00382","L00364","S065",1954,"","same_text"
"L00382","L00365","S065",1954,"","same_text"
"L00382","L00366","S065",1954,"","same_text"
"L00382","L00367","S065",1954,"","same_text"
"L00382","L00368","S065",1954,"","same_text"
"L00382","L00369","S065",1954,"","same_text"
"L00382","L00370","S065",1954,"","same_text"
"L00382","L00371","S065",1954,"","same_text"
"L00382","L00384","S065",1954,"","same_text"
"L00382","L00372","S065",1954,"","same_text"
"L00382","L00373","S065",1954,"","same_text"
"L00382","L00386","S065",1954,"","same_text"
"L00382","L00397","S065",1954,"","same_text"
"L00383","L00378","S065",1954,"","same_text"
"L00383","L00379","S065",1954,"","same_text"
"L00383","L00358","S065",1954,"","same_text"
"L00383","L00359","S065",1954,"","same_text"
"L00383","L00381","S065",1954,"","same_text"
"L00383","L00382","S065",1954,"","same_text"
"L00383","L00383","S065",1954,"","same_text"
"L00383","L00360","S065",1954,"","same_text"
"L00383","L00361","S065",1954,"","same_text"
"L00383","L00362","S065",1954,"","same_text"
"L00383","L00363","S065",1954,"","same_text"
"L00383","L00364","S065",1954,"","same_text"
"L00383","L00365","S065",1954,"","same_text"
"L00383","L00366","S065",1954,"","same_text"
"L00383","L00367","S065",1954,"","same_text"
"L00383","L00368","S065",1954,"","same_text"
"L00383","L00369","S065",1954,"","same_text"
"L00383","L00370","S065",1954,"","same_text"
"L00383","L00371","S065",1954,"","same_text"
"L00383","L00384","S065",1954,"","same_text"
"L00383","L00372","S065",1954,"","same_text"
"L00383","L00373","S065",1954,"","same_text"
"L00383","L00386","S065",1954,"","same_text"
"L00383","L00397","S065",1954,"","same_text"
"L00386","L00379","S065",1954,"","same_text"
"L00386","L00358","S065",1954,"","same_text"
"L00386","L00359","S065",1954,"","same_text"
"L00386","L00381","S065",1954,"","same_text"
"L00386","L00382","S065",1954,"","same_text"
"L00386","L00383","S065",1954,"","same_text"
"L00386","L00360","S065",1954,"","same_text"
"L00386","L00361","S065",1954,"","same_text"
"L00386","L00362","S065",1954,"","same_text"
"L00386","L00363","S065",1954,"","same_text"
"L00386","L00364","S065",1954,"","same_text"
"L00386","L00365","S065",1954,"","same_text"
"L00386","L00366","S065",1954,"","same_text"
"L00386","L00367","S065",1954,"","same_text"
"L00386","L00368","S065",1954,"","same_text"
"L00386","L00369","S065",1954,"","same_text"
"L00386","L00370","S065",1954,"","same_text"
"L00386","L00371","S065",1954,"","same_text"
"L00386","L00384","S065",1954,"","same_text"
"L00386","L00372","S065",1954,"","same_text"
"L00386","L00373","S065",1954,"","same_text"
"L00386","L00386","S065",1954,"","same_text"
"L00386","L00397","S065",1954,"","same_text"
"L00397","L00358","S065",1954,"","same_text"
"L00397","L00359","S065",1954,"","same_text"
"L00397","L00381","S065",1954,"","same_text"
"L00397","L00382","S065",1954,"","same_text"
"L00397","L00383","S065",1954,"","same_text"
"L00397","L00360","S065",1954,"","same_text"
"L00397","L00361","S065",1954,"","same_text"
"L00397","L00362","S065",1954,"","same_text"
"L00397","L00363","S065",1954,"","same_text"
"L00397","L00364","S065",1954,"","same_text"
"L00397","L00365","S065",1954,"","same_text"
