"id"	"label"	"attributes.txt_length"	"attributes.publication"	"attributes.log_length"	"viz.position.x"	"viz.position.y"
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"V016"	"Il castello dei destini incrociati"	62895	1969	169.48	2737.2495	3879.5447
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"S151"	"Il nome, il naso"	25010	1972	132.09	3569.9282	-2597.498
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"V018"	"Le città invisibili"	146738	1972	203.82	3740.5876	-2359.5935
"S152"	"La taverna dei destini incrociati"	98779	1973	187.78	2663.2063	3288.6946
"S152"	"La taverna dei destini incrociati"	98779	1973	187.78	2663.2063	3288.6946
"S152"	"La taverna dei destini incrociati"	98779	1973	187.78	2663.2063	3288.6946
"S152"	"La taverna dei destini incrociati"	98779	1973	187.78	2663.2063	3288.6946
"S152"	"La taverna dei destini incrociati"	98779	1973	187.78	2663.2063	3288.6946
"S152"	"La taverna dei destini incrociati"	98779	1973	187.78	2663.2063	3288.6946
"S152"	"La taverna dei destini incrociati"	98779	1973	187.78	2663.2063	3288.6946
