"id"	"attributes.title"	"attributes.txt_length"	"attributes.log_length"	"viz.position.x"	"viz.position.y"
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S113"	"La città tutta per lui"	6089	30.35	-1638.5781	55.556988
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S114"	"Il giardino dei gatti ostinati"	20899	50.23	-1514.5831	331.19666
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S115"	"I figli di Babbo Natale"	15228	45.12	-1529.7828	-93.73959
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S116"	"Dov'è più azzurro il fiume"	5787	29.53	-1191.9703	-219.89874
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S117"	"La città smarrita nella neve"	8741	36.17	-1678.2966	236.30461
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S118"	"La distanza della Luna"	29733	55.91	1041.0012	-616.5757
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S119"	"Sul far del giorno"	19463	49.08	1275.4908	-332.5397
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S120"	"Un segno nello spazio"	19237	48.89	1399.9674	-524.64545
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S121"	"Tutto in un punto"	9490	37.5	1158.0908	-924.9519
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
"S122"	"Senza colori"	18946	48.64	1118.054	-347.9437
