"id"	"attributes.title"	"attributes.txt_length"	"attributes.log_length"	"viz.position.x"	"viz.position.y"
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S050"	"L'avventura di una bagnante"	21333	50.56	-343.82718	184.8766
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S051"	"Un compagno venuto da lontano"	8251	35.24	164.76549	2088.2136
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S052"	"Un bel gioco dura poco"	11940	41.2	-889.8603	908.17664
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S053"	"Funghi in città"	6506	31.41	-954.78125	544.60547
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S054"	"La formica argentina"	71831	70.13	-463.7305	228.06544
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S055"	"Il piccione comunale"	4278	24.66	-890.6831	451.83905
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S056"	"La pietanziera"	7069	32.75	-811.50616	254.6092
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S057"	"Gli occhi del nemico"	7070	32.75	1784.7507	1108.207
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S058"	"La fabbrica occupata"	7735	34.2	1988.0121	666.9514
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S059"	"La ragazza licenziata"	7919	34.58	1153.3845	-1740.3434
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S060"	"Le disgrazie di un paese"	6734	31.97	1030.761	1534.414
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S061"	"Il bosco sull'autostrada"	5431	28.5	-828.25977	134.44278
"S062"	"La cura delle vespe"	8053	34.85	-1045.8611	618.6141
"S062"	"La cura delle vespe"	8053	34.85	-1045.8611	618.6141
"S062"	"La cura delle vespe"	8053	34.85	-1045.8611	618.6141
"S062"	"La cura delle vespe"	8053	34.85	-1045.8611	618.6141
"S062"	"La cura delle vespe"	8053	34.85	-1045.8611	618.6141
